article_id,prod_name,product_type_name,product_group_name,colour_group_name,department_name,section_name,garment_group_name,detail_desc,image_url,combined_features
0494088019,Skule sneaker,Sneakers,Shoes,Black,Shoes,Men Shoes,Shoes,"Trainers in imitation leather with lacing at the front, mesh linings and insoles and rubber soles.",https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/049/0494088019.jpg,"skule sneaker sneakers shoes black shoes men shoes shoes trainers in imitation leather with lacing at the front, mesh linings and insoles and rubber soles."
0381038033,Cori cropped hood,Hoodie,Garment Upper body,Greenish Khaki,Basic 1,Divided Basics,Jersey Basic,Cropped top in soft sweatshirt fabric with a drawstring hood and long sleeves with ribbed cuffs. Soft brushed inside.,https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/038/0381038033.jpg,cori cropped hood hoodie garment upper body greenish khaki basic 1 divided basics jersey basic cropped top in soft sweatshirt fabric with a drawstring hood and long sleeves with ribbed cuffs. soft brushed inside.
0526739003,Lollo jumpsuit,Jumpsuit/Playsuit,Garment Full body,Light Pink,Dresses,Divided Collection,Dresses Ladies,"Velour playsuit with narrow shoulder straps, a V-neck, elasticated seam at the waist and wide legs.",https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/052/0526739003.jpg,"lollo jumpsuit jumpsuit/playsuit garment full body light pink dresses divided collection dresses ladies velour playsuit with narrow shoulder straps, a v-neck, elasticated seam at the waist and wide legs."
0512640001,Abbie WL sneaker,Sneakers,Shoes,Black,Sneakers,Womens Shoes,Shoes,"Hi-tops in imitation suede with imitation leather sections, and concealed elastic gore in the sides. Faux fur linings and insoles and rubber soles.",https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/051/0512640001.jpg,"abbie wl sneaker sneakers shoes black sneakers womens shoes shoes hi-tops in imitation suede with imitation leather sections, and concealed elastic gore in the sides. faux fur linings and insoles and rubber soles."
0516000043,Agnes LS R-neck,T-shirt,Garment Upper body,Greenish Khaki,Jersey,Womens Casual,Jersey Fancy,Fitted top in stretch jersey with a round neck and long sleeves.,https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/051/0516000043.jpg,agnes ls r-neck t-shirt garment upper body greenish khaki jersey womens casual jersey fancy fitted top in stretch jersey with a round neck and long sleeves.
0370868011,Virginie shorts 2p (K),Pyjama bottom,Nightwear,White,Nightwear,"Womens Nightwear, Socks & Tigh","Under-, Nightwear",Shorts in soft viscose jersey with an elasticated drawstring waist and lace trims.,https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/037/0370868011.jpg,"virginie shorts 2p (k) pyjama bottom nightwear white nightwear womens nightwear, socks & tigh under-, nightwear shorts in soft viscose jersey with an elasticated drawstring waist and lace trims."
0510407095,MAXI (1),Leggings/Tights,Garment Lower body,Pink,Kids Girl Jersey Basic,Girls Underwear & Basics,Jersey Basic,3/4-length leggings in soft organic cotton jersey with an elasticated waist.,https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/051/0510407095.jpg,maxi (1) leggings/tights garment lower body pink kids girl jersey basic girls underwear & basics jersey basic 3/4-length leggings in soft organic cotton jersey with an elasticated waist.
0549390004,Badger fancy,Sweater,Garment Upper body,Off White,Kids Girl Knitwear,Kids Girl,Knitwear,"Jumper in soft, fine-knit cotton with a sequined motif on the front and ribbing around the neckline and cuffs and hem. Slightly longer at the back.",https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/054/0549390004.jpg,"badger fancy sweater garment upper body off white kids girl knitwear kids girl knitwear jumper in soft, fine-knit cotton with a sequined motif on the front and ribbing around the neckline and cuffs and hem. slightly longer at the back."
0540008001,Tora sneakerboot.,Sneakers,Shoes,Black,Sneakers,Womens Shoes,Shoes,"Ankle-high trainers with elastic gores in the sides. Mesh linings and insoles, rubber soles.",https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/054/0540008001.jpg,"tora sneakerboot. sneakers shoes black sneakers womens shoes shoes ankle-high trainers with elastic gores in the sides. mesh linings and insoles, rubber soles."
0551950001,Christmas 3-p sock,Socks,Socks & Tights,Light Blue,Newborn,Baby Essentials & Complements,Jersey Fancy,{b> <b}Knitted socks in cotton-blend terry. The cotton content is organic.,https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/055/0551950001.jpg,christmas 3-p sock socks socks & tights light blue newborn baby essentials & complements jersey fancy {b> <b}knitted socks in cotton-blend terry. the cotton content is organic.
0458428044,Cobra Constructed,Trousers,Garment Lower body,Blue,Trouser,Contemporary Street,Trousers,"5-pocket jeans in washed stretch denim with a regular waist, button fly and skinny legs with quilted sections on the knees.",https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/045/0458428044.jpg,"cobra constructed trousers garment lower body blue trouser contemporary street trousers 5-pocket jeans in washed stretch denim with a regular waist, button fly and skinny legs with quilted sections on the knees."
0548040002,RUBY 3p hipster,Underwear bottom,Underwear,Light Turquoise,Kids Girl UW/NW,Girls Underwear & Basics,"Under-, Nightwear",Hipster briefs in cotton jersey with a lined gusset.,https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/054/0548040002.jpg,"ruby 3p hipster underwear bottom underwear light turquoise kids girl uw/nw girls underwear & basics under-, nightwear hipster briefs in cotton jersey with a lined gusset."
0487053025,TP Stellan 7-p shaftless SB(1),Socks,Socks & Tights,Grey,Kids Boy Socks,Boys Underwear & Basics,Socks and Tights,Fine-knit trainer socks in a cotton blend.,https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/048/0487053025.jpg,tp stellan 7-p shaftless sb(1) socks socks & tights grey kids boy socks boys underwear & basics socks and tights fine-knit trainer socks in a cotton blend.
0519847001,Jupiter v-neck,Sweater,Garment Upper body,Light Grey,Knitwear,Womens Casual,Knitwear,"Jumper in a soft knit containing some wool with a V-neck, low dropped shoulders and roll edges at the cuffs and hem. Longer at the back.",https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/051/0519847001.jpg,"jupiter v-neck sweater garment upper body light grey knitwear womens casual knitwear jumper in a soft knit containing some wool with a v-neck, low dropped shoulders and roll edges at the cuffs and hem. longer at the back."
0351484027,Lazer Razer Brief,Swimwear bottom,Swimwear,Red,Swimwear,"Womens Swimwear, beachwear",Swimwear,"Fully lined bikini bottoms with a mid waist, medium coverage at the back and laser-cut, scalloped edges.",https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/035/0351484027.jpg,"lazer razer brief swimwear bottom swimwear red swimwear womens swimwear, beachwear swimwear fully lined bikini bottoms with a mid waist, medium coverage at the back and laser-cut, scalloped edges."
0554541022,SKINNY SS 89,Trousers,Garment Lower body,Light Blue,Young Boy Denim,Young Boy,Trousers Denim,"5-pocket slim-fit jeans in washed, superstretch, flexible denim for maximum mobility with an adjustable, elasticated waist, zip fly and narrow hems.",https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/055/0554541022.jpg,"skinny ss 89 trousers garment lower body light blue young boy denim young boy trousers denim 5-pocket slim-fit jeans in washed, superstretch, flexible denim for maximum mobility with an adjustable, elasticated waist, zip fly and narrow hems."
0426013007,Vintage cropped H.W,Trousers,Garment Lower body,Blue,Denim Trousers,Ladies Denim,Trousers Denim,"5-pocket ankle-length jeans in washed denim with worn details, a high waist, low crotch, button fly and straight legs.",https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/042/0426013007.jpg,"vintage cropped h.w trousers garment lower body blue denim trousers ladies denim trousers denim 5-pocket ankle-length jeans in washed denim with worn details, a high waist, low crotch, button fly and straight legs."
0408884001,Bangle Bracelet,Bracelet,Accessories,Silver,Small Accessories,Men Accessories,Accessories,Narrow metal bracelet. Width 0.5 cm.,https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/040/0408884001.jpg,bangle bracelet bracelet accessories silver small accessories men accessories accessories narrow metal bracelet. width 0.5 cm.
0448509018,Perrie Slim Mom Denim TRS,Trousers,Garment Lower body,Light Blue,Trousers,Divided Collection,Trousers,"5-pocket, ankle-length jeans in washed, sturdy cotton denim with a high waist, button fly and slim, straight legs with raw-edge hems.",https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/044/0448509018.jpg,"perrie slim mom denim trs trousers garment lower body light blue trousers divided collection trousers 5-pocket, ankle-length jeans in washed, sturdy cotton denim with a high waist, button fly and slim, straight legs with raw-edge hems."
0467302053,Panda dress,Dress,Garment Full body,Dark Red,Dresses,Divided Collection,Dresses Ladies,"Short, sleeveless dress in sturdy jersey with a deep neckline at the back, seam at the waist and flared skirt.",https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/046/0467302053.jpg,"panda dress dress garment full body dark red dresses divided collection dresses ladies short, sleeveless dress in sturdy jersey with a deep neckline at the back, seam at the waist and flared skirt."
0333323008,Basic rolltops 3-pack,Socks,Socks & Tights,Black,Baby Socks,Baby Essentials & Complements,Socks and Tights,Fine-knit socks in a soft cotton blend with a foldover shaft. (Sizes 3-9 with anti-slip protectors.) The socks are made partly from organic cotton.,https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/033/0333323008.jpg,basic rolltops 3-pack socks socks & tights black baby socks baby essentials & complements socks and tights fine-knit socks in a soft cotton blend with a foldover shaft. (sizes 3-9 with anti-slip protectors.) the socks are made partly from organic cotton.
0510407055,MAXI,Leggings/Tights,Garment Lower body,White,Kids Girl Jersey Basic,Girls Underwear & Basics,Jersey Basic,3/4-length leggings in soft organic cotton jersey with an elasticated waist.,https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/051/0510407055.jpg,maxi leggings/tights garment lower body white kids girl jersey basic girls underwear & basics jersey basic 3/4-length leggings in soft organic cotton jersey with an elasticated waist.
0497225038,SB Aston shorts,Swimwear bottom,Swimwear,Pink,Kids Boy Swimwear,"Kids Accessories, Swimwear & D",Swimwear,"Swim shorts with an elasticated, drawstring waist and fake fly. Soft mesh inner shorts.",https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/049/0497225038.jpg,"sb aston shorts swimwear bottom swimwear pink kids boy swimwear kids accessories, swimwear & d swimwear swim shorts with an elasticated, drawstring waist and fake fly. soft mesh inner shorts."
0522461015,PQ Lottie cashmere headband,Hat/beanie,Accessories,Purple,Gloves/Hats,Womens Big accessories,Accessories,Headband knitted in soft cashmere with a wrapover front.,https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/052/0522461015.jpg,pq lottie cashmere headband hat/beanie accessories purple gloves/hats womens big accessories accessories headband knitted in soft cashmere with a wrapover front.
0510321012,Jogger cuffed 79,Trousers,Garment Lower body,Dark Blue,Kids Boy Denim,Kids Boy,Trousers Denim,"Pull-on jeans in stretch, supersoft denim in a loose fit with an elasticated drawstring waist. Fake fly, side pockets, a back pocket, and elasticated hems.",https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/051/0510321012.jpg,"jogger cuffed 79 trousers garment lower body dark blue kids boy denim kids boy trousers denim pull-on jeans in stretch, supersoft denim in a loose fit with an elasticated drawstring waist. fake fly, side pockets, a back pocket, and elasticated hems."
0351933046,Kelly Lace Padded Idro 2p,Bra,Underwear,Dark Purple,Casual Lingerie,Womens Lingerie,"Under-, Nightwear","Bras in cotton jersey with lace details and underwired, moulded, lightly padded cups that shape the bust and provide good support. Narrow adjustable shoulder straps and a narrow hook-and-eye fastening at the back.",https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/035/0351933046.jpg,"kelly lace padded idro 2p bra underwear dark purple casual lingerie womens lingerie under-, nightwear bras in cotton jersey with lace details and underwired, moulded, lightly padded cups that shape the bust and provide good support. narrow adjustable shoulder straps and a narrow hook-and-eye fastening at the back."
0287645023,2-p micro tights SG,Underwear Tights,Socks & Tights,Dark Blue,Kids Girl S&T,Girls Underwear & Basics,Socks and Tights,Thin tights with an elasticated waist.,https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/028/0287645023.jpg,2-p micro tights sg underwear tights socks & tights dark blue kids girl s&t girls underwear & basics socks and tights thin tights with an elasticated waist.
0552550001,ASPEN set,Garment Set,Garment Full body,Light Blue,Newborn,Baby Essentials & Complements,Jersey Fancy,Wrapover body in soft organic cotton jersey and velour trousers in a cotton blend. Body with long sleeves and press-studs at the side and crotch. Trousers with foldover ribbing at the waist and ribbed hems.,https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/055/0552550001.jpg,aspen set garment set garment full body light blue newborn baby essentials & complements jersey fancy wrapover body in soft organic cotton jersey and velour trousers in a cotton blend. body with long sleeves and press-studs at the side and crotch. trousers with foldover ribbing at the waist and ribbed hems.
0487206015,Jonas tights SB 2-p,Underwear Tights,Socks & Tights,Dark Blue,Kids Boy Socks,Boys Underwear & Basics,Socks and Tights,Fine-knit tights in a soft cotton blend with an elasticated waist.,https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/048/0487206015.jpg,jonas tights sb 2-p underwear tights socks & tights dark blue kids boy socks boys underwear & basics socks and tights fine-knit tights in a soft cotton blend with an elasticated waist.
0552471026,KELLY S.8,Shirt,Garment Upper body,Light Pink,Tops Woven,Divided Collection,Blouses,Longer shirt in a cotton weave with a collar and buttons down the front and at the cuffs. Yoke with a pleat at the back and a rounded hem.,https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/055/0552471026.jpg,kelly s.8 shirt garment upper body light pink tops woven divided collection blouses longer shirt in a cotton weave with a collar and buttons down the front and at the cuffs. yoke with a pleat at the back and a rounded hem.
0517931007,Angela M-gown (J),Robe,Underwear,Light Pink,Nightwear,"Womens Nightwear, Socks & Tigh","Under-, Nightwear","Knee-length dressing gown in soft fleece with a hood, side pockets and detachable tie belt at the waist.",https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/051/0517931007.jpg,"angela m-gown (j) robe underwear light pink nightwear womens nightwear, socks & tigh under-, nightwear knee-length dressing gown in soft fleece with a hood, side pockets and detachable tie belt at the waist."
0500435024,Cool Bree bandana,Hair/alice band,Accessories,Dark Green,Hair Accessories,Womens Small accessories,Accessories,Scarf in a patterned weave that can also be tied as a hairband. Size 50x50 cm.,https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/050/0500435024.jpg,cool bree bandana hair/alice band accessories dark green hair accessories womens small accessories accessories scarf in a patterned weave that can also be tied as a hairband. size 50x50 cm.
0515029001,Soho cut padding bra,Bra,Underwear,Black,Expressive Lingerie,Womens Lingerie,"Under-, Nightwear","Lace bra with underwired, lightly padded cups that lift and shape the bust and a fastening at the back with three pairs of hooks and eyes.",https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/051/0515029001.jpg,"soho cut padding bra bra underwear black expressive lingerie womens lingerie under-, nightwear lace bra with underwired, lightly padded cups that lift and shape the bust and a fastening at the back with three pairs of hooks and eyes."
0316553025,Washington dress,Dress,Garment Full body,Black,Dresses,Divided Collection,Dresses Ladies,"Short jersey dress with narrow shoulder straps, a seam at the waist and bell-shaped skirt.",https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/031/0316553025.jpg,"washington dress dress garment full body black dresses divided collection dresses ladies short jersey dress with narrow shoulder straps, a seam at the waist and bell-shaped skirt."
0521023002,Tropez,Blouse,Garment Upper body,Light Turquoise,Blouse,Womens Everyday Collection,Blouses,Sleeveless top in a plumeti-weave viscose blend with a V-neck at the front and stand-up collar with a drawstring.,https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/052/0521023002.jpg,tropez blouse garment upper body light turquoise blouse womens everyday collection blouses sleeveless top in a plumeti-weave viscose blend with a v-neck at the front and stand-up collar with a drawstring.
0395127011,CA Gustavsberg TVP,Shirt,Garment Upper body,Light Blue,Shirt S&T,Men Suits & Tailoring,Shirts,"Shirt in premium cotton with a cutaway collar, French front and yoke at the back. Long sleeves with adjustable buttoning at the cuffs, and a rounded hem. Varying pattern on the inside of the cuffs and collar stand. Slim Fit – a fit with narrow shoulders and a tapered waist for a fitted silhouette.",https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/039/0395127011.jpg,"ca gustavsberg tvp shirt garment upper body light blue shirt s&t men suits & tailoring shirts shirt in premium cotton with a cutaway collar, french front and yoke at the back. long sleeves with adjustable buttoning at the cuffs, and a rounded hem. varying pattern on the inside of the cuffs and collar stand. slim fit – a fit with narrow shoulders and a tapered waist for a fitted silhouette."
0546667004,Wine and Dine,Blouse,Garment Upper body,Black,Blouse,Womens Tailoring,Blouses,"Long-sleeved blouse in satin with a V-neck, box pleat at the front and buttoned cuffs.",https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/054/0546667004.jpg,"wine and dine blouse garment upper body black blouse womens tailoring blouses long-sleeved blouse in satin with a v-neck, box pleat at the front and buttoned cuffs."
0483645004,Tanktop dress,Dress,Garment Full body,Light Yellow,Baby basics,Baby Essentials & Complements,Jersey Basic,"Sleeveless dress in soft, patterned organic cotton jersey.",https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/048/0483645004.jpg,"tanktop dress dress garment full body light yellow baby basics baby essentials & complements jersey basic sleeveless dress in soft, patterned organic cotton jersey."
0521846002,SUSS trousers,Outdoor trousers,Garment Lower body,Black,Ladies Sport Woven,Ladies H&M Sport,Unknown,"Outdoor trousers in fast-drying functional fabric. Elasticated waist, zipped side pockets and tapered legs with a zip and ribbing at the hems.",https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/052/0521846002.jpg,"suss trousers outdoor trousers garment lower body black ladies sport woven ladies h&m sport unknown outdoor trousers in fast-drying functional fabric. elasticated waist, zipped side pockets and tapered legs with a zip and ribbing at the hems."
0428291017,Tigra knitted headband,Hat/beanie,Accessories,Dark Red,Knit & Woven,Divided Accessories,Accessories,Knitted headband containing some mohair with a wrapover detail at the front.,https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/042/0428291017.jpg,tigra knitted headband hat/beanie accessories dark red knit & woven divided accessories accessories knitted headband containing some mohair with a wrapover detail at the front.
0554598009,Nora T-shirt,T-shirt,Garment Upper body,Dark Blue,Jersey Basic,Womens Everyday Basics,Jersey Basic,"T-shirt in soft jersey with a round neck, short sleeves with sewn-in turn-ups, and a rounded hem.",https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/055/0554598009.jpg,"nora t-shirt t-shirt garment upper body dark blue jersey basic womens everyday basics jersey basic t-shirt in soft jersey with a round neck, short sleeves with sewn-in turn-ups, and a rounded hem."
0453453019,BB ASTON PRICEshorts,Swimwear bottom,Swimwear,Other Red,Young boy Swimwear,"Kids Accessories, Swimwear & D",Swimwear,"Swim shorts with an elasticated, drawstring waist and fake fly. Soft mesh inner shorts.",https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/045/0453453019.jpg,"bb aston priceshorts swimwear bottom swimwear other red young boy swimwear kids accessories, swimwear & d swimwear swim shorts with an elasticated, drawstring waist and fake fly. soft mesh inner shorts."
0459428011,Jerry Hood,Jacket,Garment Upper body,Greenish Khaki,Jersey inactive from s1,Contemporary Street,Jersey Fancy,"Long T-shirt in jersey with a washed look, with a drawstring hood, short sleeves with sewn-in turn-ups, and a rounded, raw-edge hem.",https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/045/0459428011.jpg,"jerry hood jacket garment upper body greenish khaki jersey inactive from s1 contemporary street jersey fancy long t-shirt in jersey with a washed look, with a drawstring hood, short sleeves with sewn-in turn-ups, and a rounded, raw-edge hem."
0378135031,R-Neck Pisa,Sweater,Garment Upper body,Pink,Knitwear,Men Suits & Tailoring,Knitwear,"Jumper in soft, fine-knit merino wool with a round neck, long sleeves and ribbing at the cuffs and hem.",https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/037/0378135031.jpg,"r-neck pisa sweater garment upper body pink knitwear men suits & tailoring knitwear jumper in soft, fine-knit merino wool with a round neck, long sleeves and ribbing at the cuffs and hem."
0552711001,Vinny hood,Top,Garment Upper body,Black,Men Sport Bottoms,Men H&M Sport,Jersey Fancy,"Running top in fast-drying functional fabric with a collar and drawstring hood, long raglan sleeves with thumbholes at the cuffs and reflective details.",https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/055/0552711001.jpg,"vinny hood top garment upper body black men sport bottoms men h&m sport jersey fancy running top in fast-drying functional fabric with a collar and drawstring hood, long raglan sleeves with thumbholes at the cuffs and reflective details."
0402065024,OSCAR l/s tee SB,T-shirt,Garment Upper body,Black,Kids Boy Jersey Basic,Boys Underwear & Basics,Jersey Basic,Long-sleeved top in organic cotton jersey with a ribbed neckline and a chest pocket.,https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/040/0402065024.jpg,oscar l/s tee sb t-shirt garment upper body black kids boy jersey basic boys underwear & basics jersey basic long-sleeved top in organic cotton jersey with a ribbed neckline and a chest pocket.
0485689027,Bobby l/l pj BB,Pyjama set,Nightwear,Dark Blue,Young Boy UW/NW,Boys Underwear & Basics,"Under-, Nightwear","Pyjamas in soft, printed cotton jersey. Top with long sleeves and ribbed cuffs. Bottoms with an elasticated waist and ribbed hems.",https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/048/0485689027.jpg,"bobby l/l pj bb pyjama set nightwear dark blue young boy uw/nw boys underwear & basics under-, nightwear pyjamas in soft, printed cotton jersey. top with long sleeves and ribbed cuffs. bottoms with an elasticated waist and ribbed hems."
0454128017,ANTHEA 2P PJ,Pyjama set,Nightwear,Pink,Kids Girl UW/NW,Girls Underwear & Basics,"Under-, Nightwear",Pyjamas in printed cotton jersey. Long-sleeved top. Bottoms with an elasticated waist.,https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/045/0454128017.jpg,"anthea 2p pj pyjama set nightwear pink kids girl uw/nw girls underwear & basics under-, nightwear pyjamas in printed cotton jersey. long-sleeved top. bottoms with an elasticated waist."
0470789012,2p OP Brazilian Low (Acacia),Underwear bottom,Underwear,Yellowish Brown,Clean Lingerie,Womens Lingerie,"Under-, Nightwear","Microfibre Brazilian briefs with laser-cut edges, a low waist, lined gusset, wide sides and half-string back.",https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/047/0470789012.jpg,"2p op brazilian low (acacia) underwear bottom underwear yellowish brown clean lingerie womens lingerie under-, nightwear microfibre brazilian briefs with laser-cut edges, a low waist, lined gusset, wide sides and half-string back."
0511801001,Bengal Solid scarf,Scarf,Accessories,Black,EQ & Special Collections,Womens Big accessories,Accessories,Scarf in a soft weave with a brushed finish and fringes. Size 60x180 cm.,https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/051/0511801001.jpg,bengal solid scarf scarf accessories black eq & special collections womens big accessories accessories scarf in a soft weave with a brushed finish and fringes. size 60x180 cm.
0541286013,METS FANCY SHORTTOP,Kids Underwear top,Underwear,Grey,Young Girl UW/NW,Girls Underwear & Basics,"Under-, Nightwear",Tops in soft cotton jersey with a racer back and elastic hem.,https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/054/0541286013.jpg,"mets fancy shorttop kids underwear top underwear grey young girl uw/nw girls underwear & basics under-, nightwear tops in soft cotton jersey with a racer back and elastic hem."
0530235015,TILLY 7-p OG briefs,Underwear bottom,Underwear,Light Pink,Kids Girl UW/NW,Girls Underwear & Basics,"Under-, Nightwear",Briefs in printed cotton jersey with a lined gusset.,https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/053/0530235015.jpg,"tilly 7-p og briefs underwear bottom underwear light pink kids girl uw/nw girls underwear & basics under-, nightwear briefs in printed cotton jersey with a lined gusset."
0515291002,Oliva dress,Dress,Garment Full body,Light Pink,Kids Girl Knitwear,Kids Girl,Knitwear,"Fine-knit, short-sleeved dress in a cotton blend containing glittery threads with a decorative bow at the neck.",https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/051/0515291002.jpg,"oliva dress dress garment full body light pink kids girl knitwear kids girl knitwear fine-knit, short-sleeved dress in a cotton blend containing glittery threads with a decorative bow at the neck."
0542073007,CECILIA NG,Night gown,Nightwear,White,Kids Girl UW/NW,Girls Underwear & Basics,"Under-, Nightwear","Nightdress in soft, printed cotton jersey with short flutter sleeves.",https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/054/0542073007.jpg,"cecilia ng night gown nightwear white kids girl uw/nw girls underwear & basics under-, nightwear nightdress in soft, printed cotton jersey with short flutter sleeves."
0545449025,TP JACK hood,Hoodie,Garment Upper body,Light Yellow,Kids Boy Jersey Basic,Boys Underwear & Basics,Jersey Basic,"Jacket in sweatshirt fabric with a lined hood, zip down the front, front pockets and ribbing at the cuffs and hem. Soft brushed inside. The cotton content of the jacket is organic.",https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/054/0545449025.jpg,"tp jack hood hoodie garment upper body light yellow kids boy jersey basic boys underwear & basics jersey basic jacket in sweatshirt fabric with a lined hood, zip down the front, front pockets and ribbing at the cuffs and hem. soft brushed inside. the cotton content of the jacket is organic."
0544726001,Five trousers,Trousers,Garment Lower body,Dark Blue,Baby Boy Woven,Baby Boy,Woven/Jersey/Knitted mix Baby,Fully lined twill 5-pocket trousers in a cotton blend with an adjustable elasticated waist and detachable fabric belt. Jersey lining.,https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/054/0544726001.jpg,five trousers trousers garment lower body dark blue baby boy woven baby boy woven/jersey/knitted mix baby fully lined twill 5-pocket trousers in a cotton blend with an adjustable elasticated waist and detachable fabric belt. jersey lining.
0425639007,Luwin knit jumper,Sweater,Garment Upper body,Dark Red,Projects Jersey & Knitwear,Divided Projects,Jersey Fancy,"Short, chunky-knit jumper in a cotton blend with braided details at the top and raglan sleeves.",https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/042/0425639007.jpg,"luwin knit jumper sweater garment upper body dark red projects jersey & knitwear divided projects jersey fancy short, chunky-knit jumper in a cotton blend with braided details at the top and raglan sleeves."
0462435015,6P Tanktopbody pack,Bodysuit,Garment Upper body,Light Pink,Baby basics,Baby Essentials & Complements,Jersey Basic,Sleeveless bodysuits in soft organic cotton jersey with press-studs at the crotch.,https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/046/0462435015.jpg,6p tanktopbody pack bodysuit garment upper body light pink baby basics baby essentials & complements jersey basic sleeveless bodysuits in soft organic cotton jersey with press-studs at the crotch.
0338016003,Basic Rollerbuckle belt,Belt,Accessories,Yellowish Brown,Belts,Men Accessories,Accessories,Leather belt with an antiqued metal buckle. Width approx. 3.5 cm.,https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/033/0338016003.jpg,basic rollerbuckle belt belt accessories yellowish brown belts men accessories accessories leather belt with an antiqued metal buckle. width approx. 3.5 cm.
0186266004,10p Basic Terry,Hair string,Accessories,Black,Hair Accessories,Womens Small accessories,Accessories,Hair elastics with metal clips.,https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/018/0186266004.jpg,10p basic terry hair string accessories black hair accessories womens small accessories accessories hair elastics with metal clips.
0538276001,Moby,Shirt,Garment Upper body,Dark Grey,Blouse,Womens Tailoring,Blouses,Long-sleeved top in a stretch weave with a seam at the bust and concealed zip at the back.,https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/053/0538276001.jpg,moby shirt garment upper body dark grey blouse womens tailoring blouses long-sleeved top in a stretch weave with a seam at the bust and concealed zip at the back.
